Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,500,000",
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,94,
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,4,
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,12,
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,78,
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,440,000",
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,115,
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"420,000",
SURVEY,2022,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,350,000",
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,96,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,12,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,81,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,120,000",
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161,
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"150,000",
SURVEY,2022,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,400,000",
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,91,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,1,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,10,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,80,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,180,000",
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,187,
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"170,000",
SURVEY,2022,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,22,
SURVEY,2022,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"450,000",
SURVEY,2022,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",
SURVEY,2022,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,167,
SURVEY,2022,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"95,000",
SURVEY,2022,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,22,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,950,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,91,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,11,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,77,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,030,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"880,000",
SURVEY,2022,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,22.5,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,700,000",
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,93,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,1,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,8,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,84,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,400,000",
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139,
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"240,000",
SURVEY,2021,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,600,000",
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,91,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,5,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,84,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,430,000",
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,159,
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"70,000",
SURVEY,2021,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,550,000",
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,89,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,5,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,14,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,70,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,340,000",
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,193,
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"160,000",
SURVEY,2021,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20,
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"510,000",
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"360,000",
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,160,
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,000",
SURVEY,2021,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,950,000",
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,91,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,12,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,76,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,000,000",
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180,
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"880,000",
SURVEY,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21.5,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"6,100,000",
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,96,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,4,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,81,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,720,000",
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134,
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"250,000",
SURVEY,2020,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19.5,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,450,000",
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,93,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,2,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,8,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,83,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,280,000",
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171,
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"100,000",
SURVEY,2020,YEAR,,STATE,MISSOURI,29,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,550,000",
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,87,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,13,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,71,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,300,000",
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171,
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"200,000",
SURVEY,2020,YEAR,,STATE,OHIO,39,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"560,000",
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"420,000",
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,122,
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,000",
SURVEY,2020,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,950,000",
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,90,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,3,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,11,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,76,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,930,000",
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173,
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"960,000",
SURVEY,2020,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"6,400,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,95,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, BT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,1,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, HERBICIDE RESISTANT - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,12,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, BIOTECH, STACKED GENE - AREA PLANTED, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,82,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,020,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,133,
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"250,000",
SURVEY,2019,YEAR,,STATE,KANSAS,20,,,,,,,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.5,
